,Unnamed: 0,Post Title,Description,Neighborhood,Price,No. Beds,SF,URL,lat,lon,geometry,code_words,cw_present
349,349,Awesome 1 Bedroom Apartment,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-awesome-bedroom-apartment/7318547747.html""></div>
</div>
beautiful 1 bedroom private bungalow approx 563 sq.ft. set in the heart of hollywood near fountain and western. this apartment complex is a community of private bungalow style 1 bedroom apartments. centrally located near public transportation, the 101 expressway and an array of stores, shops and venues on sunset blvd this little community definitely give you a bang for your buck.<br/>
the apartment features:<br/>
-hardwood and tiles flooring<br/>
-nice bathroom<br/>
-a/c unit<br/>
-stove, refrigerator<br/>
-granite countertops<br/>
-separate entrance<br/>
-spacious kitchen<br/>
-bedroom approx: 10x10<br/>
-built in dresser drawers<br/>
-custom lighting and more<br/>
-rent controlled<br/>
<br/>
credit score of 600 and above to qualify<br/>
640 and above to meet deposit criteria<br/>
move date should be within 14 days or less<br/>
no evictions, foreclosures or bankruptcies<br/>
<br/>
<br/>
address: 5414 fountain, los angeles, ca 90029<br/>
<br/>
call ernest to tour  <a class=""show-contact"" data-href=""/reply/lax/apa/7318547747/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
please call during business hours or email anytime.<br/>
equal housing opportunity    </section>"," (East Hollywood, Hollywood)","$1,495",1.0,500.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-awesome-bedroom-apartment/7318547747.html,34.0951,-118.307487,POINT (-118.307487 34.0951),art,True
350,350,1 Bedroom Plus Den in Thai Town,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-plus-den-in-thai/7324485073.html""></div>
</div>
1623 n mariposa ave, los angeles, ca 90027<br/>
<br/>
newly remodeled apartment home with full kitchen. located in east hollywood/los feliz.<br/>
great location! sunset blvd, santa monica blvd, hollywood, los feliz, hollywood fwy, vermont/sunset metro station,kaiser permanente hospital, los angeles city collage.<br/>
nearby schools include los feliz stemm magnet school, thomas starr king middle school and john marshall senior high school. many restaurants and coffee shops are just around a corner.<br/>
<br/>
<br/>
property features:<br/>
<br/>
on-site laundry<br/>
on-site property manager<br/>
only street parking<br/>
online resident portal: pay online, request maintenance service online<br/>
<br/>
unit features:<br/>
<br/>
den<br/>
full kitchen with appliances<br/>
new flooring<br/>
custom lighting<br/>
lots of natural lights<br/>
<br/>
ernest<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7324485073/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
</section>", (Los Angeles/Thai Town),"$1,895",2.0,500.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-bedroom-plus-den-in-thai/7324485073.html,34.100327,-118.299571,POINT (-118.299571 34.100327),art,True
351,351,Beautiful 1 Bedroom Plus Den,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-beautiful-bedroom-plus-den/7324492721.html""></div>
</div>
1623 n mariposa ave, los angeles, ca 90027<br/>
<br/>
newly remodeled apartment home with full kitchen. located in east hollywood/los feliz.<br/>
great location! sunset blvd, santa monica blvd, hollywood, los feliz, hollywood fwy, vermont/sunset metro station,kaiser permanente hospital, los angeles city collage.<br/>
nearby schools include los feliz stemm magnet school, thomas starr king middle school and john marshall senior high school. many restaurants and coffee shops are just around a corner.<br/>
<br/>
<br/>
property features:<br/>
<br/>
on-site laundry<br/>
on-site property manager<br/>
only street parking<br/>
online resident portal: pay online, request maintenance service online<br/>
<br/>
unit features:<br/>
<br/>
den<br/>
full kitchen with appliances<br/>
new flooring<br/>
custom lighting<br/>
lots of natural lights<br/>
<br/>
ernest<br/>
<a class=""show-contact"" data-href=""/reply/lax/apa/7324492721/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
</section>", (Thai Town/Hollywood),"$1,895",2.0,600.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-beautiful-bedroom-plus-den/7324492721.html,34.100327,-118.299571,POINT (-118.299571 34.100327),art,True
361,361,"Large, bright 2bd unit in duplex","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-large-bright-2bd-unit-in/7319535633.html""></div>
</div>
bright, clean 2 bedroom, 1 bath apartment located in east hollywood. one mile east of larchmont. updated bathroom and new kitchen with brand new dishwasher, toilet, hot water heater, gas range. washer/dryer hookups in unit. large closets and lots of built-in storage space. refrigerator to be purchased by owner. backyard. new window blinds along with additional cleanup and painting to be done before tenant move-in. security deposit: $1250.    </section>", (East Hollywood),"$2,200",2.0,1000.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-large-bright-2bd-unit-in/7319535633.html,34.079448,-118.301409,POINT (-118.301409 34.079448),art,True
368,368,"Beautiful 2 bdrm, split level, parking!","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-beautiful-bdrm-split-level/7322553639.html""></div>
</div>
beautiful 2 bdrm, split level, parking!<br/>
<br/>
centered between thriving koreatown and teeming hollywood, this quieter east hollywood neighborhood is known for lower rents, diversity and interesting eateries that offer new experiences and convenience.<br/>
<br/>
this apartment is situated on a quiet side street close to los angles city college, barnsdall art park and three large hospitals.  access to freeways and major thoroughfares is a breeze, and you can arrive in downtown los angeles within minutes.<br/>
<br/>
with a walk score of 86 out of 100, this location is ""very walk-able"" so most errands can be accomplished on foot.  just minutes from the metro red line (vermont &amp; santa monica station) and other public transportation lines makes this area very desirable.<br/>
<br/>
this 1950's apartment, with it's charm and comfort, is a split level unit which means there is no one living above you - bedrooms and bathroom above, living and kitchen area below!  nearly new appliances included (stove and refrigerator), garbage disposal, washer/dryer hookups, large closets, linen closet, storage closet, brand new light fixtures, gated parking and access to the backyard and side-yard grassy areas.<br/>
<br/>
one parking space included in rent and another available for a monthly fee.  on-site storage also available for a monthly fee.  responsive management and maintenance.<br/>
<br/>
no pets allowed.<br/>
<br/>
showing by appointment only.  please text  <a class=""show-contact"" data-href=""/reply/lax/apa/7322553639/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule.    </section>", (LOS ANGELES),"$2,300",2.0,950.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-beautiful-bdrm-split-level/7322553639.html,34.08361,-118.294008,POINT (-118.294008 34.08361),art,True
369,369,Master bedroom with private bathroom,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/roo/d/los-angeles-master-bedroom-with-private/7314069494.html""></div>
</div>
this is a lovely master bedroom for rent. it is within a 2 bed/2 bath condo. this master bedroom is very spacious and has its own private bathroom and a huge walk-in closet. during the day it is very sunny and at night it is  very quiet. this condo has a dryer and washer within. it also comes with 2 tandem parking spots, one of which will be for you. the rent will cover water and garbage bill. electricity, gas and internet bill will be split. the room does not come furnished as shown in the pictures. the common area includes the living room and a kitchen. <br/>
<br/>
the location is convenient and is close to the metro red line. there are also many restaurants nearby. the condo is a 7-minute walk to the nearby children's hospital and kaiser hospital. if you work in any of the hospitals, you likely don't need to drive if you don't want to. <br/>
<br/>
this entire condo will be shared with me. i am a 30 some year old guy who works long hours in the hospital. i will mostly only be home on the weekends. i am a low-key person and very easy to get along with. i rarely have people over. <br/>
<br/>
the master bedroom is available now, but i will be willing to wait until july if needed. if you are interested, please feel free to email me and let me know.<br/>
</section>", (East Hollywood),"$1,700",,,https://losangeles.craigslist.org/lac/roo/d/los-angeles-master-bedroom-with-private/7314069494.html,34.09,-118.2944,POINT (-118.2944 34.09),private,True
391,391,Terrific Unit * Private balcony - Quartz countertops * Be the first! *,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-terrific-unit-private/7325097546.html""></div>
</div>
4150 marathon street #218 los angeles, ca 90029<br/>
$2,677<br/>
2 beds - 2 baths<br/>
available now!<br/>
<br/>
parking: tandem( 2 cars)<br/>
<br/>
description<br/>
1 month free on a 13 month lease, and a $500 look and lease special<br/>
call to find out our current specials. offering impeccably-designed apartment homes and a host of smart urban amenities, the citizen at virgil village is a sanctuary of well-being in the heart of los angeles. each impeccably designed, light-filled two-bedroom apartment home features a private balcony, central hvac, and a host of designer finishes including an in-home washer and dryer, quartz countertops and vanities, custom-tiled baths, wood-style flooring, and stainless steel kitchen appliances. here, tastemakers, pet parents and active angelenos enjoy stylish finishes, private balconies and well-appointed social spaces set to the burgeoning creative scene of virgil village while adjacent to the city’s most vibrant neighborhoods, including echo park, koreatown and dtla<br/>
<br/>
nitty gritty lease length: 12-13 months income requirement: must have 2.5x the rent in total household income (before taxes, include in from all adults) utilities: trash, water application fee: $35 per applicant deposit: 1st month's rent additional: renter's insurance required pets allowed: cats, dogs dogs deposit: $350 limit: 2 rent: $50 restrictions: aggressive breeds cats deposit: $250 limit: 2 rent: $35 parking details: garage parking included in rent.<br/>
<br/>
office hours<br/>
tuesday-saturday 9am-6pm<br/>
the rents are all amortized rents with the concession applied. call to find out our current specialslicensed by the california department of real estate #01856672<br/>
<br/>
parking: tandem( 2 cars) laundry: yes<br/>
<br/>
<br/>
come visit your new home today!<br/>
<br/>
features<br/>
floors 4, oven, broiler, fridge, stove, microwave and dishwasher<br/>
<br/>
contact information:<br/>
<br/>
office address - 134 lomita st. el segundo, ca 90245<br/>
<br/>
contact us: cynthia  <a class=""show-contact"" data-href=""/reply/lax/apa/7325097546/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
website: https://coastlinerea.com/apartment-rent-details.aspx?id=3772<br/>
<br/>
co0521    </section>", (East Hollywood),"$2,677",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-terrific-unit-private/7325097546.html,34.08471,-118.290632,POINT (-118.290632 34.08471),private,True
398,398,Magnificent 1B / 1B Apartment ~ Perfect location!! ~ Be the first!! ~,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-magnificent-1b-1b-apartment/7325064696.html""></div>
</div>
4437-4441 3/4 willow brook ave. los angeles, ca 90029<br/>
<br/>
bed: 1<br/>
bath: 1<br/>
sqft: 0<br/>
rent: $2,300<br/>
available: available now!<br/>
<br/>
<br/>
come live your best life in this spacious 3 triplex front. the units feature hard wood flooring, granite countertops, and lots of sunlight. close to the 110 and 10 freeways, usc and downtown los angeles.<br/>
parking: no laundry: no laundry on site<br/>
prices change daily. so act fast to get this great rate!<br/>
<br/>
please call show  <a class=""show-contact"" data-href=""/reply/lax/apa/7325064696/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 x1131 to set up your personalized tour today!<br/>
https://www.mashcole.com/apartment-for-rent/los-angeles-1-bed-1-bath/4988/<br/>
<br/>
mc0521    </section>", (East Hollywood),"$2,300",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-magnificent-1b-1b-apartment/7325064696.html,34.089809,-118.28789,POINT (-118.28789 34.089809),art,True
403,403,"Cute Studio, 1 full bath- 4433 Lockwood Ave","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-cute-studio-full-bath/7311469145.html""></div>
</div>
4433 lockwood ave - #1<br/>
los angeles, ca 90029<br/>
<br/>
completely renovated studio. you could not get more central. walking distance to the red line, and biking distance to sunset junction, intelligentsia, squirl, and so many of the best restaurants, coffee shops and bars in east hollywood and silverlake.<br/>
<br/>
the perfect mix of modern and vintage, these units have all new appliances, tile, and cabinets, refinished original hardwood floors.<br/>
<br/>
* available immediately!<br/>
* pet friendly! $500 pet deposit.<br/>
* deposit equal to one months rent with good credit.<br/>
* owner pays water, tenant pays other utilities.<br/>
* no parking included, sorry.<br/>
* laundry on site.<br/>
<br/>
https://youtu.be/igbreuiw4q4<br/>
<br/>
please respond to ad to view!<br/>
<br/>
</section>",,"$1,400",,450.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-cute-studio-full-bath/7311469145.html,34.09,-118.2944,POINT (-118.2944 34.09),central,True
406,406,"1+1 SPACIOUS, GREAT LIVING In LA, PARKING, AC/HEAT","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-11-spacious-great-living-in/7323959784.html""></div>
</div>
we work with most credits (no evictions)!<br/>
<br/>
available for may move in<br/>
<br/>
please call/text now to set up a viewing   <a class=""show-contact"" data-href=""/reply/lax/apa/7323959784/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 today!!<br/>
<br/>
beautiful 1+1, spacious (over 750 sq ft), open space, 10 ft hi ceilings, equipped kitchen, stainless steel stove and dishwasher, granite counters tops, full size bathroom, new flooring, large bedroom w/ walk in closet, plenty of storage space, your own assigned parking space, pets ok, central ac/ heat.<br/>
no smoking!!<br/>
<br/>
***we will work with most credit types !!***<br/>
<br/>
get started now, save time, money and get into a wonderful living environment. <br/>
call our on-site manager  <a class=""show-contact"" data-href=""/reply/lax/apa/7323959784/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule an appointment that is convenient for you... <br/>
before work, after work or during lunch! <br/>
<br/>
945 n. serrano ave., hollywood! <br/>
(east of western, between sta. monica and melrose) <br/>
<br/>
**near hollywood and sunset blvd. where you will find ample dining, shopping and entertainment! <br/>
short distance to paramount studios, griffith park, schools, and freeway! walking distance to the park and much more!! <br/>
<br/>
more information on the apartments~~ <br/>
- move-in deposit special (flexible payment plan)<br/>
- 1 year lease ---- (sorry, no 6 or 9 month leases) <br/>
- gated parking garage (included in rent) <br/>
- intercom entrance <br/>
- laundry room on site <br/>
- apartments comes with new appliances<br/>
- sq footage: over 750 sq ft.<br/>
- great central/ prime location<br/>
- owner pay for water-hot/ cold and trash <br/>
- peaceful, clean &amp; secure building <br/>
- pet friendly--dogs and cats welcome!!!! <br/>
- located close to melrose, santa monica blvd and sunset <br/>
- walking distance to the restaurants, freeway, schools, park and shops <br/>
<br/>
bring the following to apply: <br/>
1. your ss card <br/>
2. driver lic <br/>
3. proof of income (check stubs, bank statements) <br/>
4. $225 ($25 credit ck, $200 deposit to hold your apartment of choice) <br/>
5. pets are welcome with $250 deposit, one time deposit for each pet    </section>", (Los Angeles),"$1,750",1.0,750.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-11-spacious-great-living-in/7323959784.html,34.087342,-118.306554,POINT (-118.306554 34.087342),walk,True
407,407,"1+1 BEAUTIFUL SPACIOUS, PARKING, AC/HEAT, GREAT LOC.","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-11-beautiful-spacious/7325023518.html""></div>
</div>
available now for may  move in<br/>
<br/>
please call/text now to set up a viewing   <a class=""show-contact"" data-href=""/reply/lax/apa/7325023518/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
  for today!!<br/>
<br/>
beautiful 1+1, spacious (over 725 sq ft), open space, 14 ft hi ceilings, equipped kitchen, stainless steel stove, frige, and dishwasher, granite counters tops, full size bathroom, new flooring, large bedroom w/ walk in closet, plenty of storage space, your own assigned parking space, pets ok, central ac/ heat.<br/>
no smoking!!<br/>
<br/>
***we will work with most credit types !!***<br/>
<br/>
get started now, save time, money and get into a wonderful living environment. <br/>
call our on-site manager  <a class=""show-contact"" data-href=""/reply/lax/apa/7325023518/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 to schedule an appointment that is convenient for you... <br/>
before work, after work or during lunch! <br/>
<br/>
945 n. serrano ave., hollywood! <br/>
(east of western, between sta. monica and melrose) <br/>
<br/>
**near hollywood and sunset blvd. where you will find ample dining, shopping and entertainment! <br/>
short distance to paramount studios, griffith park, schools, and freeway! walking distance to the park and much more!! <br/>
<br/>
more information on the apartments~~ <br/>
- move-in deposit special (flexible payment plan)<br/>
- 1 year lease ---- (sorry, no 6 or 9 month leases) <br/>
- gated parking garage (included in rent) <br/>
- intercom entrance <br/>
- laundry room on site <br/>
- apartments comes with new appliances<br/>
- sq footage: over 725 sq ft.<br/>
- great central/ prime location<br/>
- owner pay for water-hot/ cold and trash <br/>
- peaceful, clean &amp; secure building <br/>
- pet friendly--dogs and cats welcome!!!! <br/>
- located close to melrose, santa monica blvd and sunset <br/>
- walking distance to the restaurants, freeway, schools, park and shops <br/>
<br/>
bring the following to apply: <br/>
1. your ss card <br/>
2. driver lic <br/>
3. proof of income (check stubs, bank statements) <br/>
4. $225 ($25 credit ck, $200 deposit to hold your apartment of choice) <br/>
5. pets are welcome with $250 deposit, one time deposit for each pet    </section>", (Los Angeles),"$1,795",1.0,725.0,https://losangeles.craigslist.org/lac/apa/d/los-angeles-11-beautiful-spacious/7325023518.html,34.087342,-118.306554,POINT (-118.306554 34.087342),walk,True
409,409,"TRENDY RENOVATED 1 BD WITH PARKING, POOL, GYM AND COMMUNITY AREA!","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-trendy-renovated-bd-with/7324932177.html""></div>
</div>
1 month free~<br/>
<br/>
trendy renovated 1 bedroom located in east hollywood!! this is your chance to upgrade your hollywood living! the nicole apartments is a newly purchased hidden gem currently under full renovation!<br/>
<br/>
close to kaiser, the children's hospital, vermont/sunset metro, lacc, dining and nightlife on vermont st. the nicole apartments is your new oasis in the heart of the city.<br/>
<br/>
building features:<br/>
<br/>
**pool<br/>
**gym<br/>
**parking<br/>
**on-site laundry<br/>
**laminate flooring<br/>
** security cameras<br/>
**gated entry<br/>
**trendy kitchen design.<br/>
<br/>
please call or text lisa to schedule an appointment at:  <a class=""show-contact"" data-href=""/reply/lax/apa/7324932177/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
.<br/>
<br/>
<br/>
*landlord reserves the right to modify rent prices, specifications, and amenities without notice or obligation.<br/>
*picture shown may differ from the actual unit<br/>
<br/>
we are equal housing provider, follows all equal housing laws    </section>"," (West Hollywood, Hollywood, Los Angeles, Central Hollywood)","$1,795",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-trendy-renovated-bd-with/7324932177.html,34.09,-118.2944,POINT (-118.2944 34.09),art,True
411,411,"TRENDY RENOVATED 1 BD WITH PARKING, POOL, GYM AND COMMUNITY AREA!","<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-trendy-renovated-bd-with/7324931979.html""></div>
</div>
one month rent free!!<br/>
<br/>
trendy renovated 1 bedroom located in east hollywood!! this is your chance to upgrade your hollywood living! the nicole apartments is a newly purchased hidden gem currently under full renovation!<br/>
<br/>
close to kaiser, the children's hospital, vermont/sunset metro, lacc, dining and nightlife on vermont st. the nicole apartments is your new oasis in the heart of the city.<br/>
<br/>
building features:<br/>
<br/>
**pool<br/>
**gym<br/>
**parking<br/>
**on-site laundry<br/>
**laminate flooring<br/>
** security cameras<br/>
**gated entry<br/>
**trendy kitchen design.<br/>
<br/>
please call or text lisa to schedule an appointment at:  <a class=""show-contact"" data-href=""/reply/lax/apa/7324931979/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
.<br/>
<br/>
<br/>
*landlord reserves the right to modify rent prices, specifications, and amenities without notice or obligation.<br/>
*picture shown may differ from the actual unit<br/>
<br/>
we are equal housing provider, follows all equal housing laws    </section>"," (West Hollywood, Hollywood, Los Angeles, Central Hollywood)","$1,649",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-trendy-renovated-bd-with/7324931979.html,34.09,-118.2944,POINT (-118.2944 34.09),art,True
423,423,1233 N Ardmore Ave #6 - One Bedroom One Bathroom,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-1233-ardmore-ave-one/7319301136.html""></div>
</div>
1233 n ardmore ave #6 los angeles, ca 90029<br/>
<br/>
unit features laminate floors in the living room/bedroom area, tile in the kitchen and bath. plenty of storage - nice sized closets. lots of natural light - heat wall unit. one off-street parking. laundry room in the building!<br/>
<br/>
refrigerator &amp; stove included<br/>
first floor unit<br/>
tenant pays for electricity and trash<br/>
owner pays for water<br/>
<br/>
12 month lease<br/>
proof of renter's insurance required at move-in.<br/>
deposit is equal to one month's rent on approved credit.<br/>
no pets <br/>
<br/>
application process:<br/>
completed application form from all prospective tenants 18yr+. copy of id. proof of income. $32 application fee.<br/>
<br/>
showings by appointment only.    </section>", (East Hollywood),"$1,575",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-1233-ardmore-ave-one/7319301136.html,34.093776,-118.301409,POINT (-118.301409 34.093776),,False
425,425,Charming & Spacious One Bedroom One Bathroom (559 N Alexandria Ave #C),"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-charming-spacious-one/7319301072.html""></div>
</div>
559 n alexandria ave, los angeles, ca 90004 <br/>
<br/>
move in special - free may 2021 rent<br/>
<br/>
this beautiful vintage one bedroom one bathroom apartment in small (8 unit) spanish building, so much charm and character! beautiful court yard walk - up, high ceilings, large functional french doors, faux fireplace, lamp nooks now wired for lights, hardwood and tile floor! small separate dining area, plenty of cabinet storage in kitchen and several closets, vintage tile in bath. location is great- quiet street with easy access to silver lake / hollywood / beverly hills / mid-city / dtla / 101 fwy comes with one reserved (tandem, shared with neighbor) parking space.<br/>
<br/>
first floor unit <br/>
fridge &amp; stove in the unit<br/>
ceiling fans  <br/>
shared laundry room <br/>
<br/>
12 month lease. owner pays water. tenant pays for gas, trash, and electricity. pets ok with owner approval and $300 pet deposit (some breed restrictions may apply). security deposit equal to one month rent on approved credit. proof of renter's insurance required at move-in.<br/>
<br/>
application process:<br/>
completed application form from all prospective tenants 18yr+. copy of id. proof of income. $32 application fee.<br/>
<br/>
showings by appointment only.<br/>
</section>", (East Hollywood),"$1,995",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-charming-spacious-one/7319301072.html,34.080412,-118.298108,POINT (-118.298108 34.080412),charming,True
427,427,Wonderful Apartment * Granite countertops * Conveniently located!!,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-wonderful-apartment-granite/7324691829.html""></div>
</div>
4437-4441 3/4 willow brook ave. los angeles, ca 90029 <br/>
<br/>
contact info <br/>
khalilah el  <a class=""show-contact"" data-href=""/reply/lax/apa/7324691829/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
 x1131 <br/>
<br/>
<br/>
description: <br/>
come live your best life in this spacious 3 triplex front. the units feature hard wood flooring, granite countertops, and lots of sunlight. close to the 110 and 10 freeways, usc and downtown los angeles. parking: no laundry: no laundry on site <br/>
<br/>
details: <br/>
1 bed <br/>
1 bath <br/>
sqft: 0 <br/>
<br/>
rental terms: <br/>
rent: $2,300 <br/>
available: available now! <br/>
<br/>
official website <br/>
https://www.mashcole.com//apartment-for-rent/los-angeles-1-bed-1-bath/4988/<br/>
<br/>
<br/>
mc0520    </section>", (East Hollywood),"$2,300",1.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-wonderful-apartment-granite/7324691829.html,34.09,-118.2944,POINT (-118.2944 34.09),art,True
432,432,~ Adorable Apartment ~ 2 Beds + 2 Baths ~ Pets OK ~ Available Now! ~,"<section id=""postingbody"">
<div class=""print-information print-qrcode-container"">
<p class=""print-qrcode-label"">qr code link to this post</p>
<div class=""print-qrcode"" data-location=""https://losangeles.craigslist.org/lac/apa/d/los-angeles-adorable-apartment-beds/7324650100.html""></div>
</div>
4150 marathon street #423 los angeles, ca 90029 <br/>
rental terms <br/>
rent: $2,815 <br/>
available now! <br/>
security deposit: $3,050 <br/>
<br/>
details <br/>
beds/baths: 2 beds - 2 baths <br/>
<br/>
offered by <br/>
cynthia  |   <a class=""show-contact"" data-href=""/reply/lax/apa/7324650100/__service_id__"" href=""#"" rel=""nofollow"" title=""click to show contact info"">show contact info</a>
<br/>
<br/>
<br/>
<br/>
<br/>
description<br/>
1 month free on a 13 month lease, and a $500 look and lease special<br/>
call to find out our current specials. offering impeccably-designed apartment homes and a host of smart urban amenities, the citizen at virgil village is a sanctuary of well-being in the heart of los angeles. each impeccably designed, light-filled two-bedroom apartment home features a private balcony, central hvac, and a host of designer finishes including an in-home washer and dryer, quartz countertops and vanities, custom-tiled baths, wood-style flooring, and stainless steel kitchen appliances. here, tastemakers, pet parents and active angelenos enjoy stylish finishes, private balconies and well-appointed social spaces set to the burgeoning creative scene of virgil village while adjacent to the city’s most vibrant neighborhoods, including echo park, koreatown and dtla <br/>
<br/>
nitty gritty lease length: 12-13 months income requirement: must have 2.5x the rent in total household income (before taxes, include in from all adults) utilities: trash, water application fee: $35 per applicant deposit: 1st month's rent additional: renter's insurance required pets allowed: cats, dogs dogs deposit: $350 limit: 2 rent: $50 restrictions: aggressive breeds cats deposit: $250 limit: 2 rent: $35 parking details: garage parking included in rent. <br/>
<br/>
office hours<br/>
tuesday-saturday 9am-6pm<br/>
the rents are all amortized rents with the concession applied. call to find out our current specialslicensed by the california department of real estate #01856672 <br/>
<br/>
parking: yes laundry: yes <br/>
<br/>
<br/>
<br/>
website: https://coastlinerea.com/apartment-rent-details.aspx?id=3683 <br/>
<br/>
co0520 <br/>
<br/>
</section>", (East Hollywood),"$2,815",2.0,,https://losangeles.craigslist.org/lac/apa/d/los-angeles-adorable-apartment-beds/7324650100.html,34.08471,-118.290632,POINT (-118.290632 34.08471),art,True
